student_id,study_time_hours,attendance_percentage,assignments_completed,lms_clicks,forum_participation,sleep_hours,internet_usage_hours,previous_grade,final_grade
1067,1,93,6,242,12,8.2,1.3,57,40.5
1068,7,60,3,22,4,6.1,1.3,39,43.6
1069,1,47,2,470,3,6.9,6.8,81,30.0
1070,4,88,6,255,12,8.4,5.1,44,39.7
1071,9,55,1,361,8,8.3,3.5,33,50.8
1072,1,98,7,484,24,5.9,7.3,91,46.0
1073,4,94,7,247,16,5.0,1.5,33,35.3
1074,6,70,10,420,1,7.9,7.9,70,55.4
1075,6,81,7,161,23,6.2,5.3,84,47.6
1076,8,49,10,28,4,5.0,2.3,57,41.9
1077,1,71,1,209,15,8.5,5.8,76,45.6
1078,7,98,4,369,6,5.0,6.3,38,42.6
1079,1,73,7,424,0,4.1,4.0,31,30.0
1080,7,48,9,479,11,4.1,7.0,96,56.1
1081,3,56,5,184,20,7.1,2.1,77,39.8
1082,8,50,2,499,10,7.3,3.0,98,53.7
1083,3,71,7,158,11,5.6,1.7,57,39.9
1084,1,49,10,295,18,5.6,2.5,43,31.5
1085,8,61,1,310,11,5.7,2.7,75,47.0
1086,3,96,7,72,11,7.4,7.4,42,53.7
1087,2,56,6,194,13,4.3,1.5,45,30.0
1088,1,43,7,129,1,8.6,4.0,69,36.0
1089,3,87,10,222,1,5.1,4.7,59,50.7
1090,2,91,3,455,24,9.0,7.3,94,43.6
1091,2,86,3,155,3,4.9,8.0,87,36.7
1092,6,64,7,23,19,7.9,6.3,77,57.8
1093,1,98,2,174,22,5.1,7.8,78,35.3
1094,2,60,1,191,15,4.4,6.5,31,30.0
1095,6,76,9,443,9,8.4,7.7,43,53.7
1096,3,77,9,377,12,8.3,6.0,46,41.8
1097,4,88,7,66,1,6.0,1.6,60,37.1
1098,1,40,7,113,2,7.5,3.8,39,37.9
1099,8,64,3,447,18,6.8,5.5,99,54.2
1100,7,90,10,67,5,8.3,3.5,66,57.8
1101,7,75,2,259,18,5.6,2.9,93,59.0
1102,3,56,7,366,20,6.6,5.0,59,42.0
1103,10,80,9,232,19,6.4,7.5,63,75.3
1104,10,63,1,455,18,5.8,1.2,47,41.3
1105,3,41,4,359,7,8.5,6.4,92,45.0
1106,2,79,6,343,13,4.8,6.1,78,47.9
1107,1,54,7,158,9,4.7,7.7,85,34.0
1108,7,71,10,224,2,6.9,7.5,87,62.9
1109,7,78,7,400,5,7.3,6.3,56,58.7
1110,2,98,10,92,14,5.0,4.6,84,41.8
1111,7,45,2,23,22,6.0,2.4,48,53.4
1112,8,40,4,95,22,8.7,4.8,52,33.4
1113,1,86,5,348,17,5.2,6.4,76,33.2
1114,9,62,1,96,13,7.3,7.3,95,55.7
1115,7,97,1,323,18,7.7,6.5,80,72.3
1116,3,78,10,275,9,6.2,2.4,57,43.1
1117,8,96,3,429,14,8.7,5.2,86,64.2
1118,7,56,10,121,3,7.7,3.3,87,66.1
1119,8,73,3,125,22,6.3,1.1,44,49.0
1120,6,98,8,352,1,6.8,2.4,45,46.5
1121,9,80,9,58,2,7.5,1.8,76,62.1
1122,5,68,1,495,6,7.0,6.9,92,58.0
1123,3,48,2,333,22,8.4,2.8,41,32.0
1124,3,52,10,294,15,5.8,3.0,72,54.8
1125,1,45,2,107,9,5.5,7.7,58,30.4
1126,8,45,4,230,18,5.1,3.7,78,45.0
1127,2,59,2,388,16,4.2,1.1,32,30.0
1128,3,91,7,96,18,4.2,3.0,98,48.0
1129,8,92,9,96,4,8.4,1.8,89,63.9
1130,8,42,7,461,22,7.4,1.7,95,87.2
1131,4,56,6,47,19,7.3,1.5,55,48.0
1132,4,88,10,264,12,7.1,5.2,98,63.6
1133,5,51,1,85,12,8.2,2.3,76,39.5
1134,6,87,10,285,10,6.4,3.5,71,68.4
1135,5,86,9,401,10,8.4,7.0,60,58.9
1136,7,84,5,489,15,5.8,4.0,51,65.3
1137,2,94,5,224,14,8.6,7.4,46,53.6
1138,7,40,6,77,16,7.5,4.5,49,31.4
1139,10,56,9,220,21,5.3,3.8,37,43.9
1140,7,42,8,244,17,6.8,6.3,78,40.8
1141,1,65,8,161,18,6.7,1.5,67,32.1
1142,7,54,8,400,3,4.7,1.6,82,55.2
1143,5,75,1,387,21,7.0,5.6,57,39.9
1144,3,71,1,103,21,5.6,4.4,58,52.5
1145,3,71,8,162,22,4.3,6.5,40,49.5
1146,4,43,5,371,4,8.7,7.4,76,39.1
1147,2,57,9,52,6,7.2,3.7,74,54.0
1148,2,88,2,420,1,8.4,5.2,47,49.4
1149,1,58,9,171,0,7.4,4.5,79,35.6
1150,5,82,8,177,11,5.8,7.9,78,37.5
1151,4,91,9,465,9,6.6,6.8,51,45.8
1152,10,74,4,160,7,7.4,7.4,74,55.8
1153,2,79,1,465,0,8.8,2.8,90,47.7
1154,3,53,1,270,11,5.3,6.4,50,31.3
1155,7,97,5,322,1,8.4,2.9,90,65.4
1156,7,72,2,131,9,8.6,2.5,65,56.2
1157,4,53,8,163,21,7.4,7.6,53,30.0
1158,5,73,10,469,16,8.7,1.1,61,54.6
1159,5,94,5,228,2,6.0,7.8,88,52.1
1160,6,43,5,243,6,8.8,2.0,34,39.8
1161,9,63,2,62,11,7.5,6.7,45,55.4
1162,2,98,7,283,7,4.2,2.9,40,33.1
1163,5,68,8,263,19,8.5,3.5,64,46.8
1164,3,58,10,22,11,6.4,2.5,71,42.3
1165,4,45,1,144,2,6.3,5.1,39,30.0
1166,10,96,2,287,16,6.8,3.4,37,65.4
1167,6,72,10,103,8,4.7,5.6,55,43.5
1168,8,88,4,35,9,6.3,1.1,32,49.1
1169,1,79,5,353,21,8.2,1.5,88,40.7
1170,10,58,2,483,5,4.1,1.7,32,55.7
1171,8,92,1,78,24,5.4,3.9,67,54.2
1172,7,40,9,196,0,4.0,6.7,31,40.1
1173,1,44,1,82,21,6.1,7.2,46,36.5
1174,2,66,4,465,11,7.6,2.7,65,38.4
1175,3,55,2,68,4,8.0,5.0,31,37.7
1176,1,45,4,326,12,8.7,6.4,63,41.2
1177,9,79,8,265,14,7.0,3.0,56,66.6
1178,8,52,8,308,21,5.3,3.9,66,50.8
1179,2,87,9,305,10,8.6,4.7,51,47.9
1180,9,74,5,462,7,7.9,1.9,97,56.9
1181,7,58,7,351,4,6.9,1.2,43,41.5
1182,9,51,3,34,1,7.5,2.1,52,45.6
1183,6,55,10,357,11,8.6,5.4,73,65.6
1184,6,98,4,274,1,7.6,1.5,94,57.7
1185,4,82,10,111,15,5.8,2.3,90,49.5
1186,10,49,9,298,20,7.6,3.4,84,53.3
1187,10,64,10,225,2,4.2,1.5,79,67.1
1188,2,59,10,113,9,5.9,2.3,41,35.7
1189,7,70,1,244,18,6.0,7.4,44,51.2
1190,5,43,2,320,7,4.8,1.1,46,40.0
1191,6,83,5,337,6,4.1,5.6,63,40.4
1192,2,62,3,482,0,4.7,3.7,64,30.0
1193,5,41,2,218,11,7.3,5.7,68,47.7
1194,10,95,1,290,4,8.0,5.1,84,66.1
1195,4,61,10,253,15,8.9,2.6,88,59.3
1196,9,90,3,65,24,5.7,6.9,34,51.7
1197,6,96,1,83,3,7.0,4.4,59,45.8
1198,2,76,1,249,16,8.7,6.8,33,30.0
1199,1,47,1,449,23,4.8,3.8,44,30.0
1200,5,46,8,459,20,7.6,7.9,64,36.7
1201,9,53,3,268,1,7.8,6.4,84,56.2
1202,6,95,1,265,11,4.4,7.8,95,60.1
1203,10,94,7,447,0,8.3,4.6,89,60.5
1204,7,42,10,94,11,8.1,4.3,53,45.4
1205,5,89,3,176,11,4.2,6.3,51,41.3
1206,10,55,8,242,11,4.5,7.2,73,51.5
1207,6,94,4,209,18,4.2,7.7,61,51.9
1208,5,58,4,492,24,5.7,3.3,80,42.3
1209,9,90,5,71,16,6.5,6.6,32,63.5
1210,6,57,6,457,19,6.7,2.5,99,62.5
1211,8,91,7,107,23,5.3,4.8,61,67.0
1212,2,55,4,332,23,8.6,2.3,31,30.0
1213,9,47,8,358,10,5.8,3.4,88,50.3
1214,5,99,6,85,12,4.2,7.5,43,47.8
1215,7,72,1,169,7,5.5,2.0,80,52.7
1216,10,88,1,39,9,6.7,5.4,40,51.9
1217,1,51,9,52,7,6.0,5.2,39,30.0
1218,10,92,10,347,19,5.4,1.8,87,71.9
1219,5,50,6,300,7,4.7,3.3,63,38.5
1220,10,44,10,65,8,8.1,4.9,82,63.8
1221,2,66,8,92,6,9.0,2.3,57,44.9
1222,6,51,7,373,13,5.6,6.6,47,47.9
1223,1,56,6,332,1,5.9,7.8,55,30.0
1224,3,45,4,362,24,7.1,2.5,36,33.1
1225,5,72,7,152,10,7.6,2.3,74,46.4
1226,4,44,9,74,7,6.0,4.2,74,32.7
1227,3,96,10,80,12,8.5,6.2,64,47.4
1228,10,67,10,364,20,6.8,3.0,81,72.3
1229,5,53,7,27,14,6.3,1.1,50,39.2
1230,8,44,1,291,2,7.2,4.8,57,55.1
1231,4,93,10,265,22,8.8,7.7,73,57.2
1232,1,95,9,195,13,8.0,3.7,85,47.1
1233,7,98,4,135,14,4.2,3.9,39,60.1
1234,8,72,3,336,1,5.7,7.8,52,52.0
1235,3,89,4,290,18,6.4,5.9,77,40.9
1236,6,87,4,212,11,5.6,6.0,81,67.8
1237,2,80,10,169,24,7.5,4.9,44,41.9
1238,7,58,2,150,19,8.1,7.8,84,50.1
1239,8,61,1,121,3,7.7,5.8,72,45.1
1240,6,44,10,329,2,8.9,7.3,79,55.9
1241,6,98,1,289,4,5.4,5.9,35,50.4
1242,5,41,8,311,2,8.4,6.1,62,44.7
1243,8,69,2,229,24,7.8,3.0,91,55.3
1244,1,86,10,380,14,5.8,3.1,84,53.0
1245,10,78,5,357,18,7.7,6.5,68,67.6
1246,4,43,4,86,1,4.5,3.1,41,30.0
1247,4,72,8,29,11,7.9,4.9,60,35.6
1248,3,52,2,68,4,6.7,2.7,82,44.0
1249,3,59,10,130,21,5.5,6.7,63,30.0
1250,4,93,9,340,16,7.3,1.8,70,55.6
1251,1,46,7,238,13,7.2,6.8,39,30.0
1252,2,54,7,76,21,5.0,5.2,81,46.6
1253,9,62,1,302,9,4.2,2.3,86,53.9
1254,10,53,2,478,2,6.2,4.8,32,54.1
1255,2,62,4,132,3,6.8,3.0,86,38.0
1256,5,58,4,152,5,8.4,3.3,62,50.9
1257,9,93,3,90,23,8.6,3.5,36,71.4
1258,9,68,7,102,24,6.6,1.4,33,44.7
1259,8,95,8,76,21,7.8,7.9,68,63.3
1260,1,59,2,395,15,6.2,1.2,77,55.4
1261,1,68,4,368,6,7.7,5.6,45,32.0
1262,9,63,3,290,14,5.0,3.6,67,54.3
1263,8,57,2,130,20,5.9,5.5,33,47.6
1264,10,49,6,376,24,7.2,3.5,33,49.0
1265,9,80,4,394,19,4.1,5.7,56,42.9
1266,7,96,6,95,10,7.6,6.1,46,62.4
1267,3,47,2,177,21,8.2,5.8,99,30.0
1268,3,65,4,39,20,6.0,1.8,83,41.5
1269,2,68,6,440,0,6.2,5.6,37,41.2
1270,5,49,5,150,4,8.3,3.0,82,43.8
1271,3,56,3,348,12,7.9,1.2,34,30.0
1272,6,41,8,141,20,5.4,3.9,98,55.8
1273,2,45,7,60,13,5.6,4.0,76,30.0
1274,3,97,3,186,8,7.4,4.3,69,40.0
1275,5,44,6,429,16,6.8,5.9,36,36.1
1276,1,67,4,149,14,4.8,3.2,41,30.0
1277,1,80,5,42,20,5.5,3.2,54,30.0
1278,10,44,5,298,6,8.5,1.4,57,57.9
1279,9,57,7,270,21,7.4,5.8,72,58.7
1280,7,65,5,488,21,8.9,5.0,76,50.9
1281,1,59,3,419,11,7.8,3.4,78,34.5
1282,8,80,10,28,22,8.7,5.9,83,66.3
1283,3,88,5,32,5,5.1,4.8,47,49.9
1284,8,66,7,431,20,7.9,4.3,56,51.0
1285,5,88,5,430,15,4.1,4.6,35,48.3
1286,1,51,5,326,4,7.4,5.5,98,42.3
1287,7,46,9,339,8,6.3,5.6,51,50.2
1288,5,98,3,71,13,5.7,3.0,88,57.7
1289,6,42,6,228,7,8.3,2.0,76,40.5
1290,6,49,1,57,13,8.3,2.1,97,47.0
1291,8,73,10,119,11,4.1,5.5,61,57.1
1292,9,64,5,212,9,7.0,7.1,30,59.7
1293,2,74,8,421,19,5.8,3.9,83,41.7
1294,9,55,5,210,19,6.1,2.2,75,61.3
1295,10,41,9,70,20,8.2,6.3,70,52.4
1296,9,99,6,412,12,5.5,6.8,70,64.4
1297,10,63,8,160,18,8.7,7.2,37,63.5
1298,10,49,10,187,14,4.9,5.2,61,59.7
1299,7,77,8,330,7,7.3,7.0,59,44.0
1300,1,61,3,128,22,7.4,1.1,75,33.4
1301,7,65,7,226,20,5.3,1.8,81,64.0
1302,10,82,7,446,9,5.6,1.6,90,70.0
1303,5,94,10,319,2,8.2,6.0,42,42.5
1304,6,78,6,129,20,7.8,1.5,69,48.7
1305,10,66,7,215,2,5.6,4.5,90,68.5
1306,7,68,2,436,4,6.7,4.3,73,58.3
1307,5,86,9,171,15,4.3,3.2,91,57.4
1308,7,77,10,439,16,5.0,7.1,73,72.6
1309,9,59,10,262,5,6.4,2.2,77,65.5
1310,3,66,1,147,19,4.4,3.5,88,40.8
1311,8,80,1,124,19,8.2,6.4,86,52.9
1312,2,93,3,29,15,7.6,1.2,40,34.1
1313,7,59,3,375,23,8.7,5.7,54,48.4
1314,2,83,1,167,1,7.5,6.7,90,41.2
1315,4,58,7,384,19,8.7,7.5,75,55.3
1316,7,59,4,383,14,6.8,7.1,83,61.0
1317,3,74,10,478,17,7.0,3.2,63,49.9
1318,2,86,2,159,0,8.9,5.1,36,30.0
1319,10,41,10,209,18,7.2,1.5,91,56.6
1320,7,69,5,421,11,4.2,2.8,86,63.9
1321,1,92,6,113,7,7.6,1.7,34,34.3
1322,8,73,9,248,5,8.5,3.2,64,66.1
1323,3,61,4,82,11,8.0,7.1,66,41.7
1324,2,42,2,359,6,6.9,3.4,89,36.4
1325,3,45,5,44,17,7.4,4.9,94,36.4
1326,5,54,3,287,21,9.0,4.0,45,38.3
1327,8,66,2,424,13,4.5,4.2,59,50.8
1328,10,49,1,300,7,7.3,7.8,71,58.9
1329,7,48,10,30,23,5.4,3.1,90,47.4
1330,7,72,2,339,19,7.2,5.4,77,51.0
1331,7,71,6,220,21,7.0,3.9,91,58.3
1332,8,87,8,145,13,4.8,1.4,93,70.7
1333,1,45,3,325,4,5.0,4.4,86,30.0
1334,4,80,9,209,8,7.1,6.7,97,44.9
1335,6,98,9,108,7,4.6,1.7,75,65.2
1336,9,75,2,374,1,5.3,1.5,57,44.9
1337,2,98,8,135,15,8.2,2.1,32,51.9
1338,1,99,10,371,12,5.6,6.4,66,44.0
1339,10,41,5,196,6,6.4,6.1,77,42.5
1340,2,68,4,33,15,8.7,5.0,48,32.1
1341,7,43,10,276,6,5.1,4.3,46,45.5
1342,3,40,5,228,13,5.9,7.2,69,30.0
1343,10,58,4,300,13,7.0,6.4,79,57.7
1344,2,65,8,462,11,7.8,6.7,58,42.6
1345,7,64,4,347,0,8.5,6.7,80,51.0
1346,2,49,10,344,0,8.6,5.5,71,31.4
1347,3,92,6,408,11,7.9,4.2,58,44.9
1348,7,54,2,124,19,5.1,7.1,95,59.9
1349,4,98,5,166,20,4.1,7.5,46,56.3
1350,1,61,6,298,14,5.9,1.2,60,30.0
1351,5,90,5,28,3,4.7,1.4,81,63.0
1352,9,87,2,137,6,7.6,7.7,68,60.6
1353,8,60,7,113,15,7.3,2.9,89,65.0
1354,9,98,4,453,2,4.2,7.1,80,59.7
1355,10,95,8,163,6,8.2,3.7,45,51.6
1356,9,61,7,308,23,5.2,1.8,43,55.6
1357,7,75,7,405,21,6.2,1.6,71,49.7
1358,4,73,9,33,5,7.3,2.1,80,41.6
1359,5,69,1,276,15,6.1,2.7,53,33.3
1360,1,64,10,365,23,6.2,4.4,72,43.0
1361,1,84,6,205,7,4.3,5.9,48,36.3
1362,3,67,6,364,22,6.0,7.9,90,49.8
1363,8,40,6,419,21,7.8,4.1,92,57.9
1364,2,88,6,226,5,8.6,4.6,55,40.1
1365,4,84,10,365,9,6.1,4.7,64,49.0
1366,2,43,7,450,15,6.1,4.8,96,35.5
1367,5,46,10,191,10,7.5,4.6,85,46.0
1368,9,88,6,483,12,8.7,1.1,69,58.3
1369,1,48,1,289,5,5.3,1.0,58,31.5
1370,5,75,3,240,23,6.2,1.7,35,49.5
1371,9,58,2,171,0,8.0,1.7,81,51.6
1372,1,40,6,130,20,7.0,5.9,30,31.0
1373,9,49,8,202,18,4.6,2.4,81,56.8
1374,8,75,3,418,11,7.1,7.3,53,52.4
1375,4,48,10,358,23,4.9,7.5,63,30.0
1376,10,84,8,91,5,6.6,7.8,36,43.9
1377,5,85,8,437,17,6.6,7.6,40,46.3
1378,5,81,5,405,12,8.4,2.9,65,56.5
1379,6,71,8,302,6,6.3,4.6,49,42.7
1380,7,71,6,93,22,5.4,2.2,92,69.9
1381,8,45,5,374,12,5.2,6.6,92,56.6
1382,8,87,9,234,20,8.4,7.2,98,60.1
1383,2,77,7,347,7,4.9,7.0,59,38.7
1384,9,56,8,495,20,6.1,4.0,59,70.7
1385,7,49,1,42,16,4.9,6.3,51,31.1
1386,4,89,2,87,8,7.9,1.7,90,58.0
1387,4,66,8,417,19,6.4,1.3,50,40.8
1388,8,93,9,466,12,5.8,6.3,66,65.6
1389,4,89,4,392,1,5.8,4.0,56,55.2
1390,6,74,10,381,3,8.3,8.0,64,48.7
1391,5,91,10,112,24,6.8,1.7,67,64.0
1392,3,98,9,340,1,7.6,7.0,89,70.1
1393,10,60,4,343,3,8.5,4.4,99,64.3
1394,2,64,10,403,17,8.5,6.8,61,44.5
1395,9,67,10,82,4,5.6,6.7,56,50.8
1396,10,86,10,243,18,8.8,7.4,32,58.7
1397,9,54,9,244,9,4.1,3.1,78,55.4
1398,1,43,7,388,17,5.9,7.6,59,33.3
1399,10,68,2,365,24,8.5,2.1,51,64.8
1400,3,98,9,356,20,5.4,1.6,48,47.2
1401,8,48,4,122,9,5.4,4.0,60,57.4
1402,6,66,8,234,4,5.5,6.8,49,55.4
1403,5,65,7,211,16,7.1,4.3,48,49.2
1404,5,58,7,179,21,6.2,6.8,31,32.8
1405,6,95,8,391,12,7.6,6.1,69,53.0
1406,7,67,1,226,22,8.5,2.5,68,45.7
1407,1,56,5,288,16,7.4,7.6,83,42.1
1408,9,82,2,213,8,5.0,1.4,56,48.5
1409,3,96,2,399,23,8.7,7.3,41,46.1
1410,4,80,1,422,11,5.3,3.1,46,33.2
1411,10,81,5,171,13,4.7,4.5,39,61.4
1412,1,89,2,256,13,4.4,4.0,48,35.7
1413,10,59,4,107,7,6.8,2.2,59,65.2
1414,3,84,3,30,22,4.6,3.5,59,50.3
1415,2,79,3,206,4,4.7,2.4,54,48.2
1416,2,78,2,233,18,5.5,2.4,95,56.3
1417,1,88,6,34,13,5.4,2.3,64,42.9
1418,8,92,2,285,8,7.0,4.4,80,53.2
1419,3,62,8,316,6,8.1,6.6,56,31.6
1420,3,86,8,430,7,7.8,5.0,39,30.0
1421,6,71,5,463,13,5.3,7.3,72,41.1
1422,8,91,10,92,21,5.2,5.5,84,64.9
1423,9,86,7,71,13,8.8,5.8,35,52.1
1424,9,72,4,147,10,4.0,5.7,35,47.4
1425,4,96,1,47,13,8.4,4.1,77,55.5
1426,5,85,2,84,20,5.0,5.8,31,38.4
1427,2,44,10,36,7,8.7,1.5,80,32.7
1428,9,82,10,370,2,5.7,7.0,90,65.0
1429,8,87,4,447,22,6.2,6.4,48,47.0
1430,3,73,1,157,17,7.5,2.7,31,33.0
1431,9,79,8,338,2,6.9,6.4,80,71.9
1432,3,50,9,248,12,5.6,1.1,55,35.9
1433,9,89,4,273,11,6.8,2.5,99,81.1
1434,2,42,10,496,14,7.7,1.5,49,43.4
1435,10,97,3,229,17,4.2,6.5,52,55.9
1436,9,72,2,450,4,4.1,6.3,83,49.2
1437,8,50,5,313,6,6.3,6.7,44,43.2
1438,9,55,3,250,10,4.7,1.0,35,54.7
1439,5,57,10,260,10,7.3,4.5,64,42.5
1440,2,69,7,89,14,5.1,5.9,37,39.1
1441,8,87,6,123,9,6.2,2.1,86,72.5
1442,6,94,1,223,14,5.0,5.5,79,49.1
1443,8,49,8,72,12,6.7,1.6,78,49.7
1444,5,57,2,481,13,4.6,2.3,50,43.9
1445,10,77,5,447,16,4.1,4.3,65,60.7
1446,2,58,9,394,12,4.3,5.6,98,38.1
1447,6,75,8,349,9,8.8,2.0,87,56.1
1448,5,98,2,73,24,4.7,2.3,92,57.1
1449,5,52,9,295,0,7.5,2.4,45,30.6
1450,1,95,5,354,0,4.3,2.7,35,41.9
1451,2,85,10,50,14,4.5,2.6,81,45.0
1452,8,42,6,154,15,6.5,3.8,31,30.0
1453,3,49,3,77,11,6.3,5.6,47,30.8
1454,10,77,3,124,23,8.8,4.1,64,55.7
1455,3,40,10,285,5,8.7,6.4,68,49.1
1456,8,94,8,29,5,7.9,6.0,30,50.4
1457,8,95,10,272,11,7.0,1.9,66,56.8
1458,2,66,10,314,24,6.3,1.3,50,42.6
1459,8,85,2,175,14,5.8,7.1,30,43.0
1460,1,47,2,177,3,8.7,1.6,33,30.0
1461,6,90,5,56,23,7.0,2.0,87,63.5
1462,8,85,6,138,3,6.9,1.2,30,45.8
1463,3,81,2,86,1,5.2,5.4,42,30.0
1464,8,56,5,261,23,4.2,5.1,75,63.1
1465,1,48,7,318,11,8.7,7.9,76,37.7
1466,9,45,10,482,6,5.6,7.2,36,43.3
1467,9,82,10,232,19,6.2,3.9,80,65.1
1468,5,64,8,327,8,4.6,3.6,32,42.9
1469,10,78,7,120,8,8.2,3.1,79,73.2
1470,4,88,8,75,7,4.1,2.1,55,42.7
1471,6,99,9,351,13,8.2,2.0,60,61.9
1472,7,67,5,343,0,4.7,1.9,91,52.8
1473,5,72,5,258,22,8.4,1.8,55,46.0
1474,10,93,10,412,20,7.6,2.7,96,76.0
1475,9,76,4,250,22,4.8,3.1,84,61.1
1476,3,48,9,381,11,6.8,7.7,57,40.1
1477,7,57,5,400,24,5.6,5.0,73,52.6
1478,10,95,2,111,1,4.9,7.9,67,51.1
1479,10,98,10,298,12,8.3,3.6,59,59.1
1480,5,60,8,466,3,6.0,4.2,95,48.8
1481,7,41,7,128,19,6.0,3.3,37,52.8
1482,2,97,8,336,17,4.8,2.3,43,37.1
1483,4,82,3,187,18,5.9,2.0,91,50.7
1484,2,98,4,319,15,8.4,7.6,92,46.5
1485,7,99,5,489,13,5.8,7.9,95,58.8
1486,2,77,6,427,7,8.8,1.3,69,46.0
1487,1,97,1,454,11,8.7,2.1,42,48.8
1488,9,79,4,461,8,4.7,4.0,46,57.0
1489,1,75,10,237,5,4.9,2.3,44,30.7
1490,8,89,5,241,17,8.3,3.5,62,78.8
1491,2,99,7,180,1,6.0,1.9,45,44.9
1492,8,82,5,35,22,4.0,4.2,42,47.3
1493,3,76,1,297,7,5.4,2.9,52,48.5
1494,6,54,7,76,23,7.0,3.5,65,43.5
1495,3,67,8,81,13,8.0,1.7,72,57.4
1496,7,57,7,382,5,4.7,4.0,79,45.3
1497,10,73,4,485,9,4.6,7.9,42,62.0
1498,9,61,8,346,7,8.6,3.3,59,57.6
1499,2,50,5,261,16,7.8,7.1,86,46.6
1500,5,97,10,109,24,6.9,6.9,59,66.9
1501,6,96,9,91,11,7.8,7.7,39,43.4
1502,4,52,10,345,16,6.1,6.5,95,55.7
1503,4,43,5,49,12,7.8,5.6,68,30.0
1504,4,61,1,378,18,5.9,7.0,66,31.1
1505,2,46,9,426,11,5.2,1.5,32,30.0
1506,4,82,5,307,15,7.6,4.2,63,50.8
1507,1,93,6,105,24,6.1,7.9,67,41.5
1508,6,63,4,253,4,8.9,6.4,43,41.4
1509,1,43,6,254,24,5.7,7.7,93,34.9
1510,10,67,8,332,15,8.6,6.5,68,64.5
1511,6,54,3,384,24,8.7,7.1,83,52.1
1512,1,40,5,284,5,5.2,5.9,31,30.0
1513,6,94,2,306,10,8.0,6.3,72,67.5
1514,10,42,2,346,16,6.2,4.7,82,53.5
1515,8,53,7,412,22,8.6,7.5,32,40.1
1516,2,77,10,288,13,6.3,6.8,70,47.3
1517,2,89,10,205,5,7.7,6.9,37,32.0
1518,4,96,10,150,24,6.3,5.7,92,52.9
1519,3,40,6,310,22,5.1,3.1,94,47.3
1520,4,77,4,296,10,5.0,1.2,33,38.9
1521,7,77,5,339,11,6.1,7.5,97,49.5
1522,1,60,1,370,12,7.8,5.1,39,30.0
1523,6,87,7,199,3,7.0,3.1,79,58.3
1524,3,68,8,309,6,7.4,2.0,52,49.6
1525,10,44,9,499,1,5.4,6.8,90,65.7
1526,7,88,8,396,5,6.4,6.9,76,59.2
1527,10,49,5,182,5,4.2,6.7,32,59.0
1528,2,67,3,290,17,8.1,5.5,46,33.0
1529,2,60,10,395,19,8.9,3.6,51,36.9
1530,4,89,9,115,7,6.0,3.1,45,30.0
1531,1,46,6,281,7,4.1,1.1,32,30.0
1532,3,42,5,384,7,4.8,6.8,81,41.7
1533,9,84,3,488,7,7.3,1.6,62,71.2
1534,7,86,6,372,0,7.1,5.4,71,51.2
1535,7,59,3,307,1,7.9,4.5,31,44.9
1536,4,58,10,455,11,5.3,4.7,68,50.7
1537,2,74,6,102,14,7.8,7.5,75,41.7
1538,4,43,4,244,3,7.4,1.2,77,30.0
1539,6,44,2,431,24,5.6,6.4,56,39.5
1540,3,40,8,242,2,6.7,1.4,44,38.3
1541,1,43,4,488,13,4.7,1.3,36,30.0
1542,8,51,9,137,21,6.3,4.0,86,53.8
1543,5,99,7,211,22,8.4,1.4,71,50.4
1544,5,66,2,98,7,6.1,6.5,38,30.0
1545,4,95,4,97,12,8.2,4.7,35,51.7
1546,6,81,5,166,22,7.0,1.2,86,57.8
1547,3,62,3,126,18,5.0,1.3,59,49.3
1548,9,64,9,401,21,6.9,5.3,84,66.6
1549,5,60,5,290,4,6.5,6.6,83,44.1
1550,3,97,2,409,12,6.0,4.1,56,44.3
1551,1,91,3,263,19,4.6,4.9,88,48.2
1552,10,63,9,92,0,6.1,6.6,36,59.0
1553,6,64,7,376,15,4.4,5.3,69,50.1
1554,2,84,2,487,22,4.5,2.6,31,41.9
1555,3,94,9,373,23,6.1,5.3,43,42.4
1556,1,85,4,441,1,5.5,5.4,39,30.0
1557,9,71,9,45,6,8.6,6.1,79,61.3
1558,8,94,2,229,5,5.9,5.3,47,55.6
1559,2,71,10,111,4,7.8,7.8,47,30.0
1560,8,44,4,144,3,6.7,2.4,45,34.8
1561,9,75,5,454,1,7.5,7.7,81,63.0
1562,1,85,2,92,9,5.3,4.8,98,41.8
1563,5,81,10,499,21,8.7,5.7,81,54.3
1564,8,88,1,142,4,6.7,1.7,60,54.5
1565,2,81,7,328,17,8.2,3.7,52,52.0
1566,4,97,10,203,9,5.8,6.4,71,62.0
1567,7,78,1,206,22,4.5,5.9,91,46.3
1568,3,55,8,217,21,7.4,1.3,79,40.4
1569,5,72,3,97,14,4.0,4.8,44,46.4
1570,8,88,10,367,8,6.4,1.6,73,68.2
1571,10,60,6,205,10,5.0,8.0,71,55.4
1572,3,48,7,363,20,7.1,7.3,74,30.0
1573,4,45,10,272,24,8.9,1.1,64,38.2
1574,9,90,1,32,24,6.3,7.0,51,51.7
1575,7,84,6,318,16,8.1,7.4,67,57.2
1576,1,74,7,95,20,6.5,3.5,99,57.7
1577,4,78,6,70,8,6.5,6.0,93,46.5
1578,4,61,4,294,22,8.7,4.1,36,30.0
1579,9,80,1,168,15,8.4,5.6,73,58.2
1580,6,93,9,238,5,7.9,3.4,36,59.4
1581,9,44,4,141,21,5.5,3.3,95,45.5
1582,6,81,7,230,10,6.7,4.0,89,68.1
